trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
JAK.71-R02,05:18:36,05:18:46,B05095P,12,,0,
JAK.71-R02,05:19:36,05:19:46,B06866P,13,,0,
JAK.71-R02,05:20:14,05:20:24,B04251P,14,,0,
JAK.71-R02,05:21:15,05:21:25,B00327P,15,,0,
JAK.71-R02,05:21:46,05:21:56,B02525P,16,,0,
JAK.71-R02,05:23:10,05:23:20,B03109P,17,,0,
JAK.71-R02,05:29:45,05:29:55,B01377P,18,,0,
JAK.71-R02,05:31:14,05:31:24,B04544P,19,,0,
JAK.71-R02,05:41:59,05:42:09,B05708P,20,,0,
JAK.72-R02,05:00:00,05:00:10,B01520P,0,,0,
JAK.72-R02,05:01:08,05:01:18,B05339P,1,,0,
JAK.72-R02,05:02:09,05:02:19,B01346P,2,,0,
JAK.72-R02,05:03:17,05:03:27,B02347P,3,,0,
JAK.72-R02,05:04:19,05:04:29,B00576P,4,,0,
JAK.72-R02,05:06:20,05:06:30,B00407P,5,,0,
JAK.72-R02,05:07:41,05:07:51,B03814P,6,,0,
JAK.72-R02,05:09:20,05:09:30,B00524P,7,,0,
JAK.72-R02,05:10:07,05:10:17,B00498P,8,,0,
JAK.72-R02,05:10:41,05:10:51,B04062P,9,,0,
JAK.72-R02,05:11:45,05:11:55,B05081P,10,,0,
JAK.72-R02,05:12:42,05:12:52,B03524P,11,,0,
JAK.72-R02,05:14:26,05:14:36,B00968P,12,,0,
JAK.72-R02,05:15:17,05:15:27,B01985P,13,,0,
JAK.72-R02,05:16:29,05:16:39,B04240P,14,,0,
JAK.72-R02,05:17:18,05:17:28,B01911P,15,,0,
JAK.72-R02,05:18:21,05:18:31,B04181P,16,,0,
JAK.72-R02,05:20:06,05:20:16,B03736P,17,,0,
JAK.72-R02,05:20:34,05:20:44,B05115P,18,,0,
JAK.72-R02,05:22:37,05:22:47,B03640P,19,,0,
JAK.72-R02,05:23:27,05:23:37,B03359P,20,,0,
JAK.72-R02,05:24:39,05:24:49,B04108P,21,,0,
JAK.72-R02,05:25:39,05:25:49,B03898P,22,,0,
JAK.72-R02,05:26:36,05:26:46,B04745P,23,,0,
JAK.72-R02,05:27:45,05:27:55,B03514P,24,,0,
JAK.72-R02,05:28:25,05:28:35,B03665P,25,,0,
JAK.72-R02,05:29:24,05:29:34,B03664P,26,,0,
JAK.72-R02,05:30:17,05:30:27,B00965P,27,,0,
JAK.72-R02,05:31:06,05:31:16,B00961P,28,,0,
JAK.72-R02,05:33:30,05:33:40,B05708P,29,,0,
JAK.73-R02,05:00:00,05:00:10,B00019P,0,,0,
JAK.73-R02,05:01:08,05:01:18,B01342P,1,,0,
JAK.73-R02,05:02:53,05:03:03,B02145P,2,,0,
JAK.73-R02,05:04:16,05:04:26,B04388P,3,,0,
JAK.73-R02,05:06:44,05:06:54,B01599P,4,,0,
JAK.73-R02,05:08:29,05:08:39,B02936P,5,,0,
JAK.73-R02,05:10:30,05:10:40,B00659P,6,,0,
JAK.73-R02,05:11:25,05:11:35,B03358P,7,,0,
JAK.73-R02,05:12:36,05:12:46,B01122P,8,,0,
JAK.73-R02,05:13:33,05:13:43,B03658P,9,,0,
JAK.73-R02,05:14:53,05:15:03,B02528P,10,,0,
JAK.73-R02,05:15:50,05:16:00,B01978P,11,,0,
JAK.73-R02,05:17:14,05:17:24,B01292P,12,,0,
JAK.73-R02,05:18:16,05:18:26,B04219P,13,,0,
JAK.73-R02,05:19:14,05:19:24,B04862P,14,,0,
JAK.73-R02,05:21:02,05:21:12,B00630P,15,,0,
JAK.73-R02,05:22:14,05:22:24,B05118P,16,,0,
JAK.73-R02,05:22:59,05:23:09,B05614P,17,,0,
JAK.73-R02,05:24:31,05:24:41,B02731P,18,,0,
JAK.73-R02,05:25:16,05:25:26,B01382P,19,,0,
JAK.73-R02,05:27:19,05:27:29,B00606P,20,,0,
JAK.73-R02,05:28:00,05:28:10,B02857P,21,,0,
JAK.73-R02,05:30:29,05:30:39,B05079P,22,,0,
JAK.73-R02,05:31:30,05:31:40,B04013P,23,,0,
JAK.73-R02,05:32:15,05:32:25,B03382P,24,,0,
JAK.73-R02,05:33:37,05:33:47,B04415P,25,,0,
JAK.73-R02,05:35:39,05:35:49,B04352P,26,,0,
JAK.73-R02,05:36:21,05:36:31,B03996P,27,,0,
JAK.73-R02,05:37:26,05:37:36,B03680P,28,,0,
JAK.73-R02,05:38:15,05:38:25,B00993P,29,,0,
JAK.73-R02,05:39:31,05:39:41,B04266P,30,,0,
JAK.73-R02,05:41:07,05:41:17,B00247P,31,,0,
JAK.73-R02,05:41:51,05:42:01,B04967P,32,,0,
JAK.73-R02,05:46:22,05:46:32,B04583P,33,,0,
JAK.73-R02,05:47:45,05:47:55,B03851P,34,,0,
JAK.73-R02,05:49:37,05:49:47,B04580P,35,,0,
JAK.73-R02,05:50:29,05:50:39,B02060P,36,,0,
JAK.73-R02,05:51:40,05:51:50,B00662P,37,,0,
JAK.73-R02,05:54:12,05:54:22,B04538P,38,,0,
JAK.73-R02,05:55:05,05:55:15,B00248P,39,,0,
JAK.73-R02,05:55:46,05:55:56,B01740P,40,,0,
JAK.73-R02,06:05:51,06:06:01,B00226P,41,,0,
JAK.73-R02,06:10:37,06:10:47,B05645P,42,,0,
JAK.73-R02,06:12:17,06:12:27,B05651P,43,,0,
JAK.73-R02,06:13:16,06:13:26,B04230P,44,,0,
JAK.73-R02,06:14:20,06:14:30,B05331P,45,,0,
JAK.73-R02,06:16:07,06:16:17,B06869P,46,,0,
JAK.73-R02,06:16:58,06:17:08,B01592P,47,,0,
JAK.73-R02,06:18:02,06:18:12,B05859P,48,,0,
JAK.73-R02,06:22:53,06:23:03,B04879P,49,,0,
JAK.73-R02,06:23:31,06:23:41,B03473P,50,,0,
JAK.73-R02,06:25:08,06:25:18,B03074P,51,,0,
JAK.73-R02,06:26:30,06:26:40,B03672P,52,,0,
JAK.73-R02,06:27:15,06:27:25,B01020P,53,,0,
JAK.73-R02,06:27:57,06:28:07,B02118P,54,,0,
JAK.73-R02,06:29:12,06:29:22,B03383P,55,,0,
JAK.73-R02,06:31:01,06:31:11,B05242P,56,,0,
JAK.73-R02,06:32:25,06:32:35,B04351P,57,,0,
JAK.73-R02,06:33:12,06:33:22,B02201P,58,,0,
JAK.73-R02,06:34:30,06:34:40,B05117P,59,,0,
JAK.73-R02,06:35:26,06:35:36,B05940P,60,,0,
JAK.75-R01,05:00:00,05:00:10,B05939P,0,,0,
JAK.75-R01,05:02:59,05:03:09,B05750P,1,,0,
JAK.75-R01,05:03:39,05:03:49,B03591P,2,,0,
JAK.75-R01,05:06:09,05:06:19,B04188P,3,,0,
JAK.75-R01,05:08:31,05:08:41,B00671P,4,,0,
JAK.75-R01,05:10:20,05:10:30,B00153P,5,,0,
JAK.75-R01,05:11:20,05:11:30,B02410P,6,,0,
JAK.75-R01,05:12:22,05:12:32,B04630P,7,,0,
JAK.75-R01,05:13:53,05:14:03,B00232P,8,,0,
JAK.75-R01,05:17:22,05:17:32,B00236P,9,,0,
JAK.75-R01,05:18:30,05:18:40,B05796P,10,,0,
JAK.75-R01,05:21:40,05:21:50,B00344P,11,,0,
JAK.75-R01,05:22:22,05:22:32,B00155P,12,,0,
JAK.75-R01,05:23:24,05:23:34,B01909P,13,,0,
JAK.75-R01,05:26:16,05:26:26,B00256P,14,,0,
JAK.75-R01,05:27:14,05:27:24,B00572P,15,,0,
JAK.75-R01,05:27:59,05:28:09,B02444P,16,,0,
JAK.75-R01,05:28:31,05:28:41,B00307P,17,,0,
JAK.75-R01,05:29:11,05:29:21,B06870P,18,,0,
JAK.75-R01,05:29:51,05:30:01,B01724P,19,,0,
JAK.75-R01,05:31:16,05:31:26,B00561P,20,,0,
JAK.75-R01,05:32:06,05:32:16,B00703P,21,,0,
JAK.75-R01,05:32:39,05:32:49,B00704P,22,,0,
JAK.75-R01,05:34:14,05:34:24,B01918P,23,,0,
JAK.75-R01,05:35:02,05:35:12,B03497P,24,,0,
JAK.75-R01,05:36:25,05:36:35,B03786P,25,,0,
JAK.75-R01,05:37:51,05:38:01,B04861P,26,,0,
JAK.75-R01,05:39:01,05:39:11,B04404P,27,,0,
JAK.75-R01,05:40:06,05:40:16,B01090P,28,,0,
JAK.75-R01,05:42:01,05:42:11,B03903P,29,,0,
JAK.75-R01,05:44:14,05:44:24,B03727P,30,,0,
JAK.75-R01,05:46:42,05:46:52,B03111P,31,,0,
JAK.77-R02,05:00:00,05:00:10,B05728P,0,,0,
JAK.77-R02,05:02:06,05:02:16,B05193P,1,,0,
JAK.77-R02,05:02:41,05:02:51,B05194P,2,,0,
JAK.77-R02,05:03:24,05:03:34,B04296P,3,,0,
JAK.77-R02,05:04:07,05:04:17,B03939P,4,,0,
JAK.77-R02,05:05:39,05:05:49,B04128P,5,,0,
JAK.77-R02,05:06:35,05:06:45,B05052P,6,,0,
JAK.77-R02,05:07:14,05:07:24,B01699P,7,,0,
JAK.77-R02,05:07:54,05:08:04,B01700P,8,,0,
JAK.77-R02,05:08:34,05:08:44,B01703P,9,,0,
JAK.77-R02,05:09:11,05:09:21,B01704P,10,,0,
JAK.77-R02,05:10:20,05:10:30,B02466P,11,,0,
JAK.77-R02,05:12:01,05:12:11,B03056P,12,,0,
JAK.77-R02,05:13:33,05:13:43,B05213P,13,,0,
JAK.77-R02,05:15:26,05:15:36,B01698P,14,,0,
JAK.77-R02,05:17:02,05:17:12,B05346P,15,,0,
JAK.77-R02,05:17:40,05:17:50,B03878P,16,,0,
JAK.77-R02,05:19:44,05:19:54,B05299P,17,,0,
JAK.77-R02,05:21:37,05:21:47,B04252P,18,,0,
JAK.77-R02,05:24:26,05:24:36,B00057P,19,,0,
JAK.77-R02,05:26:46,05:26:56,B02436P,20,,0,
JAK.77-R02,05:27:28,05:27:38,B01398P,21,,0,
JAK.77-R02,05:28:40,05:28:50,B00175P,22,,0,
JAK.77-R02,05:29:25,05:29:35,B06892P,23,,0,
JAK.77-R02,05:31:07,05:31:17,B06893P,24,,0,
JAK.77-R02,05:32:23,05:32:33,B03583P,25,,0,
JAK.77-R02,05:34:46,05:34:56,B04557P,26,,0,
JAK.77-R02,05:38:38,05:38:48,B06894P,27,,0,
JAK.77-R02,05:42:07,05:42:17,B06895P,28,,0,
JAK.77-R02,05:43:09,05:43:19,B03143P,29,,0,
JAK.77-R02,05:44:06,05:44:16,B06896P,30,,0,
JAK.77-R02,05:46:02,05:46:12,B00292P,31,,0,
JAK.77-R02,05:47:45,05:47:55,B05655P,32,,0,
JAK.77-R02,05:48:39,05:48:49,B06871P,33,,0,
JAK.77-R02,05:51:29,05:51:39,B05737P,34,,0,
JAK.77-R02,05:53:55,05:54:05,B00655P,35,,0,
JAK.77-R02,05:57:47,05:57:57,B04789P,36,,0,
JAK.77-R02,06:00:15,06:00:25,B05550P,37,,0,
JAK.77-R02,06:01:05,06:01:15,B06872P,38,,0,
JAK.77-R02,06:02:03,06:02:13,B06683P,39,,0,
JAK.77-R02,06:02:35,06:02:45,B06684P,40,,0,
JAK.77-R02,06:03:41,06:03:51,B01745P,41,,0,
JAK.77-R02,06:06:48,06:06:58,B04521P,42,,0,
JAK.77-R02,06:09:23,06:09:33,B05579P,43,,0,
JAK.80-R01,05:00:00,05:00:10,B05722P,0,,0,
JAK.80-R01,05:00:55,05:01:05,B05799P,1,,0,
JAK.80-R01,05:03:13,05:03:23,B01282P,2,,0,
JAK.80-R01,05:04:00,05:04:10,B03081P,3,,0,
JAK.80-R01,05:06:22,05:06:32,B00570P,4,,0,
JAK.80-R01,05:08:31,05:08:41,B05545P,5,,0,
JAK.80-R01,05:10:49,05:10:59,B05546P,6,,0,
JAK.80-R01,05:12:19,05:12:29,B01279P,7,,0,
JAK.80-R01,05:14:18,05:14:28,B04127P,8,,0,
JAK.80-R01,05:16:50,05:17:00,B03326P,9,,0,
JAK.80-R01,05:18:04,05:18:14,B04526P,10,,0,
JAK.80-R01,05:19:33,05:19:43,B04080P,11,,0,
JAK.80-R01,05:21:08,05:21:18,B04599P,12,,0,
JAK.80-R01,05:24:24,05:24:34,B04037P,13,,0,
JAK.80-R01,05:27:21,05:27:31,B03804P,14,,0,
JAK.80-R01,05:28:42,05:28:52,B02370P,15,,0,
JAK.80-R01,05:30:09,05:30:19,B03593P,16,,0,
JAK.80-R01,05:31:15,05:31:25,B05285P,17,,0,
JAK.80-R01,05:33:15,05:33:25,B03128P,18,,0,
JAK.80-R01,05:35:57,05:36:07,B00376P,19,,0,
JAK.80-R01,05:36:48,05:36:58,B06876P,20,,0,
JAK.80-R01,05:38:31,05:38:41,B02245P,21,,0,
JAK.80-R01,05:41:03,05:41:13,B04034P,22,,0,
JAK.80-R01,05:42:32,05:42:42,B00434P,23,,0,
JAK.80-R01,05:44:57,05:45:07,B05362P,24,,0,
JAK.80-R01,05:46:19,05:46:29,B05090P,25,,0,
JAK.80-R01,05:46:52,05:47:02,B01553P,26,,0,
JAK.80-R01,05:47:29,05:47:39,B05793P,27,,0,
JAK.80-R01,05:49:15,05:49:25,B01922P,28,,0,
JAK.80-R01,05:49:50,05:50:00,B02624P,29,,0,
JAK.80-R01,05:50:28,05:50:38,B05040P,30,,0,
JAK.80-R01,05:51:13,05:51:23,B02457P,31,,0,
JAK.80-R01,05:52:12,05:52:22,B01124P,32,,0,
JAK.80-R01,05:55:36,05:55:46,B01923P,33,,0,
JAK.80-R01,05:58:12,05:58:22,B05809P,34,,0,
JAK.80-R01,05:59:56,06:00:06,B00497P,35,,0,
JAK.80-R01,06:02:41,06:02:51,B04120P,36,,0,
JAK.80-R01,06:04:17,06:04:27,B03834P,37,,0,
JAK.80-R01,06:05:49,06:05:59,B00482P,38,,0,
JAK.80-R01,06:08:51,06:09:01,B02485P,39,,0,
JAK.80-R01,06:10:23,06:10:33,B03670P,40,,0,
JAK.80-R01,06:12:18,06:12:28,B01987P,41,,0,
JAK.80-R01,06:13:39,06:13:49,B03053P,42,,0,
JAK.80-R01,06:14:28,06:14:38,B04178P,43,,0,
JAK.80-R01,06:19:13,06:19:23,B04041P,44,,0,
JAK.80-R01,06:24:11,06:24:21,B05106P,45,,0,
JAK.85-R01,05:00:00,05:00:10,B05951P,0,,0,
JAK.85-R01,05:02:03,05:02:13,B04852P,1,,0,
JAK.85-R01,05:03:29,05:03:39,B06873P,2,,0,
JAK.85-R01,05:03:52,05:04:02,B02283P,3,,0,
JAK.85-R01,05:05:17,05:05:27,B02372P,4,,0,
JAK.85-R01,05:08:14,05:08:24,B04098P,5,,0,
JAK.85-R01,05:09:36,05:09:46,B03146P,6,,0,
JAK.85-R01,05:10:32,05:10:42,B05913P,7,,0,
JAK.85-R01,05:10:58,05:11:08,B02792P,8,,0,
JAK.85-R01,05:12:13,05:12:23,B00803P,9,,0,
JAK.85-R01,05:13:01,05:13:11,B00142P,10,,0,
JAK.85-R01,05:14:42,05:14:52,B04043P,11,,0,
JAK.85-R01,05:17:32,05:17:42,B02462P,12,,0,
JAK.85-R01,05:18:05,05:18:15,B05788P,13,,0,
JAK.85-R01,05:19:13,05:19:23,B01997P,14,,0,
JAK.85-R01,05:20:01,05:20:11,B05617P,15,,0,
JAK.85-R01,05:21:06,05:21:16,B05616P,16,,0,
JAK.85-R01,05:22:19,05:22:29,B03058P,17,,0,
JAK.85-R01,05:23:08,05:23:18,B05167P,18,,0,
JAK.85-R01,05:24:22,05:24:32,B04529P,19,,0,
JAK.85-R01,05:25:16,05:25:26,B00942P,20,,0,
JAK.85-R01,05:26:14,05:26:24,B04575P,21,,0,
JAK.85-R01,05:28:13,05:28:23,B05882P,22,,0,
JAK.85-R01,05:30:06,05:30:16,B03225P,23,,0,
JAK.85-R01,05:32:12,05:32:22,B04850P,24,,0,
JAK.85-R01,05:32:38,05:32:48,B06898P,25,,0,
JAK.85-R01,05:34:08,05:34:18,B03019P,26,,0,
JAK.85-R01,05:34:54,05:35:04,B02572P,27,,0,
JAK.85-R01,05:35:35,05:35:45,B00028P,28,,0,
JAK.85-R01,05:36:01,05:36:11,B06874P,29,,0,
JAK.85-R01,05:36:36,05:36:46,B01571P,30,,0,
JAK.85-R01,05:37:54,05:38:04,B02699P,31,,0,
JAK.85-R01,05:39:35,05:39:45,B05140P,32,,0,
JAK.85-R01,05:40:59,05:41:09,B04035P,33,,0,
JAK.85-R01,05:43:18,05:43:28,B03045P,34,,0,
JAK.85-R01,05:45:38,05:45:48,B04542P,35,,0,
JAK.85-R01,05:47:42,05:47:52,B02698P,36,,0,
JAK.85-R01,05:48:16,05:48:26,B05025P,37,,0,
JAK.85-R01,05:50:28,05:50:38,B04533P,38,,0,
JAK.85-R01,05:51:49,05:51:59,B03980P,39,,0,
JAK.85-R01,05:54:06,05:54:16,B05827P,40,,0,
JAK.85-R01,05:56:06,05:56:16,B05825P,41,,0,
JAK.85-R01,05:57:26,05:57:36,B02190P,42,,0,
JAK.85-R01,05:59:14,05:59:24,B00283P,43,,0,
JAK.88-R02,05:00:00,05:00:10,B05989P,0,,0,
JAK.88-R02,05:01:31,05:01:41,B05990P,1,,0,
JAK.88-R02,05:04:35,05:04:45,B05987P,2,,0,
JAK.88-R02,05:05:56,05:06:06,B05985P,3,,0,
JAK.88-R02,05:07:13,05:07:23,B05983P,4,,0,
JAK.88-R02,05:08:19,05:08:29,B05981P,5,,0,
JAK.88-R02,05:09:57,05:10:07,B05979P,6,,0,
JAK.88-R02,05:18:40,05:18:50,B05991P,7,,0,
JAK.88-R02,05:20:56,05:21:06,B05977P,8,,0,
JAK.88-R02,05:22:42,05:22:52,B05974P,9,,0,
JAK.88-R02,05:25:01,05:25:11,B05992P,10,,0,
JAK.88-R02,05:27:52,05:28:02,B05973P,11,,0,
JAK.88-R02,05:28:53,05:29:03,B05970P,12,,0,
JAK.88-R02,05:29:27,05:29:37,B05968P,13,,0,
JAK.88-R02,05:30:31,05:30:41,B05993P,14,,0,
JAK.88-R02,05:32:02,05:32:12,B05997P,15,,0,
JAK.88-R02,05:33:40,05:33:50,B05998P,16,,0,
JAK.88-R02,05:35:00,05:35:10,B05999P,17,,0,
JAK.88-R02,05:36:40,05:36:50,B05994P,18,,0,
JAK.88-R02,05:37:34,05:37:44,B06875P,19,,0,
JAK.88-R02,05:41:09,05:41:19,B05995P,20,,0,
JAK.88-R02,05:46:19,05:46:29,B06000P,21,,0,
JAK.88-R02,05:47:54,05:48:04,B05996P,22,,0,
JAK.88-R02,05:53:28,05:53:38,B05963P,23,,0,
JAK.88-R02,05:59:06,05:59:16,B04401P,24,,0,
JAK.88-R02,05:59:59,06:00:09,B01161P,25,,0,
JAK.88-R02,06:01:24,06:01:34,B04519P,26,,0,
JAK.88-R02,06:02:06,06:02:16,B05960P,27,,0,
JAK.88-R02,06:03:22,06:03:32,B03645P,28,,0,
JAK.88-R02,06:04:55,06:05:05,B05957P,29,,0,
JAK.88-R02,06:06:42,06:06:52,B05956P,30,,0,
JAK.88-R02,06:11:20,06:11:30,B05728P,31,,0,
JAK.31-R02,05:00:00,05:00:10,B01147P,0,,0,
JAK.31-R02,05:07:38,05:07:48,B00043P,1,,0,
JAK.31-R02,05:08:33,05:08:43,B03416P,2,,0,
JAK.31-R02,05:10:11,05:10:21,B00017P,3,,0,
JAK.31-R02,05:11:53,05:12:03,B05584P,4,,0,
JAK.31-R02,05:12:38,05:12:48,B05394P,5,,0,
JAK.31-R02,05:13:30,05:13:40,B02668P,6,,0,
JAK.31-R02,05:14:25,05:14:35,B01106P,7,,0,
JAK.31-R02,05:16:00,05:16:10,B00684P,8,,0,
JAK.31-R02,05:18:10,05:18:20,B01494P,9,,0,
JAK.31-R02,05:18:50,05:19:00,B04065P,10,,0,
JAK.31-R02,05:19:45,05:19:55,B01937P,11,,0,
JAK.31-R02,05:20:34,05:20:44,B04624P,12,,0,
JAK.31-R02,05:21:43,05:21:53,B03962P,13,,0,
JAK.31-R02,05:23:02,05:23:12,B03457P,14,,0,
JAK.31-R02,05:25:20,05:25:30,B03653P,15,,0,
JAK.31-R02,05:26:40,05:26:50,B03981P,16,,0,
JAK.31-R02,05:28:47,05:28:57,B05210P,17,,0,
JAK.31-R02,05:29:37,05:29:47,B00347P,18,,0,
JAK.31-R02,05:31:17,05:31:27,B00348P,19,,0,
JAK.31-R02,05:33:17,05:33:27,B00253P,20,,0,
JAK.31-R02,05:34:53,05:35:03,B04767P,21,,0,
JAK.31-R02,05:36:25,05:36:35,B04595P,22,,0,
JAK.31-R02,05:37:22,05:37:32,B04838P,23,,0,
JAK.31-R02,05:37:59,05:38:09,B03632P,24,,0,
JAK.31-R02,05:39:50,05:40:00,B03631P,25,,0,
JAK.31-R02,05:40:51,05:41:01,B04196P,26,,0,
JAK.31-R02,05:41:56,05:42:06,B04554P,27,,0,
JAK.31-R02,05:43:19,05:43:29,B03700P,28,,0,
JAK.31-R02,05:45:22,05:45:32,B04807P,29,,0,
JAK.31-R02,05:47:19,05:47:29,B04771P,30,,0,
JAK.31-R02,05:48:59,05:49:09,B00569P,31,,0,
JAK.31-R02,05:49:45,05:49:55,B02249P,32,,0,
JAK.31-R02,05:50:28,05:50:38,B03585P,33,,0,
JAK.31-R02,05:51:06,05:51:16,B04332P,34,,0,
JAK.31-R02,05:52:01,05:52:11,B04709P,35,,0,
JAK.31-R02,05:53:45,05:53:55,B04743P,36,,0,
JAK.31-R02,05:54:37,05:54:47,B04017P,37,,0,
JAK.31-R02,05:55:53,05:56:03,B03663P,38,,0,
JAK.31-R02,05:57:21,05:57:31,B04839P,39,,0,
JAK.31-R02,05:58:46,05:58:56,B04830P,40,,0,
JAK.31-R02,05:59:34,05:59:44,B01109P,41,,0,
JAK.31-R02,06:00:21,06:00:31,B03833P,42,,0,
JAK.31-R02,06:01:07,06:01:17,B02506P,43,,0,
JAK.31-R02,06:02:37,06:02:47,B03575P,44,,0,
JAK.31-R02,06:04:16,06:04:26,B02241P,45,,0,
JAK.31-R02,06:05:14,06:05:24,B03190P,46,,0,
JAK.31-R02,06:06:37,06:06:47,B00342P,47,,0,
JAK.31-R02,06:08:51,06:09:01,B00245P,48,,0,
JAK.31-R02,06:09:46,06:09:56,B04791P,49,,0,
JAK.31-R02,06:12:05,06:12:15,B00299P,50,,0,
JAK.31-R02,06:15:45,06:15:55,B05033P,51,,0,
JAK.31-R02,06:18:11,06:18:21,B03788P,52,,0,
JAK.31-R02,06:19:20,06:19:30,B00778P,53,,0,
JAK.31-R02,06:21:03,06:21:13,B02406P,54,,0,
JAK.31-R02,06:23:46,06:23:56,B00178P,55,,0,
JAK.31-R02,06:25:07,06:25:17,B01438P,56,,0,
JAK.31-R02,06:26:33,06:26:43,B06579P,57,,0,
JAK.45-R01,05:00:00,05:00:10,B02129P,0,,0,
JAK.45-R01,05:01:35,05:01:45,B01085P,1,,0,
JAK.45-R01,05:02:17,05:02:27,B02297P,2,,0,
JAK.45-R01,05:03:39,05:03:49,B03030P,3,,0,
JAK.45-R01,05:05:39,05:05:49,B00119P,4,,0,
JAK.45-R01,05:06:58,05:07:08,B04694P,5,,0,
JAK.45-R01,05:08:59,05:09:09,B05613P,6,,0,
JAK.45-R01,05:14:29,05:14:39,B00164P,7,,0,
JAK.45-R01,05:15:53,05:16:03,B04819P,8,,0,
JAK.45-R01,05:17:08,05:17:18,B04355P,9,,0,
JAK.45-R01,05:17:56,05:18:06,B03923P,10,,0,
JAK.45-R01,05:18:55,05:19:05,B00641P,11,,0,
JAK.45-R01,05:19:58,05:20:08,B00289P,12,,0,
JAK.45-R01,05:21:37,05:21:47,B02917P,13,,0,
JAK.45-R01,05:22:58,05:23:08,B03819P,14,,0,
JAK.45-R01,05:24:34,05:24:44,B00296P,15,,0,
JAK.45-R01,05:25:14,05:25:24,B00295P,16,,0,
JAK.45-R01,05:25:40,05:25:50,B00298P,17,,0,
JAK.45-R01,05:26:37,05:26:47,B03531P,18,,0,
JAK.45-R01,05:27:50,05:28:00,B00123P,19,,0,
JAK.45-R01,05:29:06,05:29:16,B02025P,20,,0,
JAK.45-R01,05:30:04,05:30:14,B04382P,21,,0,
JAK.45-R01,05:31:06,05:31:16,B03928P,22,,0,
JAK.45-R01,05:32:46,05:32:56,B03818P,23,,0,
JAK.45-R01,05:33:41,05:33:51,B01498P,24,,0,
JAK.45-R01,05:34:42,05:34:52,B02482P,25,,0,
JAK.45-R01,05:35:16,05:35:26,B03525P,26,,0,
JAK.45-R01,05:37:07,05:37:17,B05208P,27,,0,
JAK.45-R01,05:37:59,05:38:09,B05927P,28,,0,
JAK.45-R01,05:39:12,05:39:22,B05277P,29,,0,
JAK.45-R01,05:40:17,05:40:27,B00033P,30,,0,
JAK.45-R01,05:41:28,05:41:38,B04712P,31,,0,
JAK.45-R01,05:42:16,05:42:26,B04405P,32,,0,
JAK.45-R01,05:43:03,05:43:13,B01714P,33,,0,
JAK.45-R01,05:43:49,05:43:59,B06825P,34,,0,
JAK.45-R01,05:45:00,05:45:10,B04245P,35,,0,
JAK.45-R01,05:46:23,05:46:33,B02024P,36,,0,
JAK.45-R01,05:47:54,05:48:04,B04900P,37,,0,
JAK.45-R01,05:48:36,05:48:46,B06900P,38,,0,
JAK.45-R01,05:49:49,05:49:59,B04205P,39,,0,
JAK.45-R01,05:51:14,05:51:24,B00522P,40,,0,
JAK.45-R01,05:52:25,05:52:35,B00425P,41,,0,
JAK.45-R01,05:53:20,05:53:30,B00568P,42,,0,
JAK.45-R01,05:54:57,05:55:07,B03072P,43,,0,
JAK.45-R01,05:56:21,05:56:31,B05721P,44,,0,
1P-R04,05:00:00,05:00:10,B06577P,0,,0,
1P-R04,05:04:13,05:04:23,B01971P,1,,0,
1P-R04,05:06:09,05:06:19,B05624P,2,,0,
1P-R04,05:09:53,05:10:03,B00222P,3,,0,
1P-R04,05:12:00,05:12:10,B00378P,4,,0,
1P-R04,05:13:22,05:13:32,B00612P,5,,0,
1P-R04,05:15:23,05:15:33,B00589P,6,,0,
1P-R04,05:20:34,05:20:44,B00127P,7,,0,
1P-R04,05:22:54,05:23:04,B01836P,8,,0,
1P-R04,05:23:37,05:23:47,B01837P,9,,0,
1P-R04,05:24:29,05:24:39,B00694P,10,,0,
1P-R04,05:26:37,05:26:47,B02408P,11,,0,
1P-R04,05:28:05,05:28:15,B00326P,12,,0,
1P-R04,05:29:47,05:29:57,B05502P,13,,0,
1P-R04,05:31:29,05:31:39,B05774P,14,,0,
1P-R04,05:34:26,05:34:36,B02863P,15,,0,
1P-R04,05:37:25,05:37:35,B03314P,16,,0,
1P-R04,05:39:06,05:39:16,B02420P,17,,0,
1P-R04,05:40:36,05:40:46,B00113P,18,,0,
1P-R04,05:42:26,05:42:36,B01969P,19,,0,
1P-R04,05:44:11,05:44:21,B02501P,20,,0,
1P-R04,05:46:14,05:46:24,B02476P,21,,0,
1P-R04,05:47:49,05:47:59,B02477P,22,,0,
1P-R04,05:50:16,05:50:26,B00806P,23,,0,
1P-R04,05:54:02,05:54:12,B00390P,24,,0,
1P-R04,05:56:31,05:56:41,B05442P,25,,0,
1P-R04,05:58:34,05:58:44,B00810P,26,,0,
1P-R04,06:04:14,06:04:24,B02581P,27,,0,
1P-R04,06:05:40,06:05:50,B01824P,28,,0,
1P-R04,06:08:56,06:09:06,B02112P,29,,0,
1P-R04,06:11:23,06:11:33,B05866P,30,,0,
1P-R04,06:14:30,06:14:40,B05725P,31,,0,
6A-R03,05:00:00,05:00:10,P00199,0,,0,
6A-R03,05:07:44,05:07:54,P00048,1,,0,
6A-R03,05:09:54,05:10:04,P00228,2,,0,
6A-R03,05:13:12,05:13:22,P00085,3,,0,
6A-R03,05:17:24,05:17:34,P00164,4,,0,
6A-R03,05:19:42,05:19:52,P00024,5,,0,
